idx,size,true_h,exact_h,noisy_h,err_exact,err_noisy
83,2,-0.010225818860050383,-0.010225818860050445,-0.010132026855004183,-6.245004513516506e-17,9.37920050462001e-05
84,2,-0.02925364263607744,-0.029253642636077354,-0.029298807834980886,8.673617379884035e-17,-4.5165198903445586e-05
85,2,-0.012793341172135453,-0.012793341172135488,-0.012762368244127707,-3.469446951953614e-17,3.097292800774594e-05
86,2,-0.044927129862110456,-0.04492712986211041,-0.0450673114718841,4.85722573273506e-17,-0.0001401816097736444
87,2,-0.012319323789974008,-0.012319323789974038,-0.012124352432006652,-2.949029909160572e-17,0.0001949713579673558
88,2,0.019072057787205988,0.01907205778720596,0.01904429025815579,-2.7755575615628914e-17,-2.776752905019747e-05
89,2,-0.003672385320872243,-0.003672385320872207,-0.003630452971686404,3.599551212651875e-17,4.1932349185839265e-05
90,2,0.05573739333238248,0.05573739333238253,0.05588420335122006,4.85722573273506e-17,0.0001468100188375815
91,2,0.00681213203693009,0.006812132036930006,0.006900502155659305,-8.413408858487514e-17,8.837011872921477e-05
92,2,0.021721071562243347,0.021721071562243295,0.021633804439339308,-5.204170427930421e-17,-8.726712290403962e-05
93,2,-0.006715946502509552,-0.006715946502509554,-0.006720741531513594,-2.6020852139652106e-18,-4.79502900404237e-06
94,2,0.059398272862732124,0.05939827286273219,0.059461918429692395,6.938893903907228e-17,6.364556696027146e-05
95,2,-0.055185156267577945,-0.05518515626757801,-0.05518651068875748,-6.245004513516506e-17,-1.3544211795377126e-06
96,2,-0.013706218213333324,-0.013706218213333262,-0.013565604503857465,6.245004513516506e-17,0.0001406137094758595
97,2,-0.05298844521547358,-0.05298844521547351,-0.053081846276799245,6.938893903907228e-17,-9.340106132566667e-05
98,2,0.037303715513751876,0.03730371551375183,0.037270307582918806,-4.85722573273506e-17,-3.340793083306953e-05
99,2,0.03838944431586469,0.038389444315864704,0.038342113430292826,1.3877787807814457e-17,-4.7330885571864045e-05
100,2,-0.02328532549780435,-0.023285325497804387,-0.023216488229934787,-3.8163916471489756e-17,6.883726786956201e-05
101,2,0.07485873259964208,0.07485873259964186,0.0749638674127585,-2.220446049250313e-16,0.00010513481311641426
102,2,-0.013420494795616559,-0.01342049479561656,-0.013383975632623057,-1.734723475976807e-18,3.651916299350112e-05
103,2,-0.062455235576199496,-0.062455235576199544,-0.06260119193161291,-4.85722573273506e-17,-0.00014595635541341662
104,2,-0.012695521229444248,-0.01269552122944422,-0.01279652558144391,2.7755575615628914e-17,-0.00010100435199966208
105,2,0.016253822212610018,0.016253822212610024,0.01628509599203882,6.938893903907228e-18,3.127377942880108e-05
106,2,-0.010582080835626744,-0.010582080835626735,-0.010482343868919284,8.673617379884035e-18,9.973696670746018e-05
